localidad,provincia,region,temporada,max_capturas,mean_capturas,n_lecturas,n_detecciones,target
desvío la paloma,Santiago Del Estero,NEA,2024-2025,121.0,21.5,36,12,1
desvío la paloma,Santiago Del Estero,NEA,2025-2026,87.0,7.6875,32,9,1
devoto,Córdoba,CENTRO NORTE,2024-2025,365.0,10.066666666666666,60,18,1
devoto,Córdoba,CENTRO NORTE,2025-2026,365.0,18.74418604651163,43,9,1
diamante,Entre Ríos,LITORAL,2024-2025,835.0,26.686274509803923,51,30,1
diamante,Entre Ríos,LITORAL,2025-2026,56.0,4.88,50,15,1
don cristobal,Entre Ríos,LITORAL,2024-2025,196.0,13.274725274725276,91,41,1
don cristobal,Entre Ríos,LITORAL,2025-2026,77.0,4.885416666666667,96,50,1
don cristóbal,Entre Ríos,LITORAL,2024-2025,3.0,0.24,25,4,0
don luciano,Chaco,NEA,2024-2025,43.0,4.951219512195122,41,21,1
don luciano,Chaco,NEA,2025-2026,,,0,0,0
durazno,,URUGUAY,2024-2025,0.0,0.0,2,0,0
durazno,,URUGUAY,2025-2026,1.0,0.25,4,1,0
durazno,Uruguay,URUGUAY,2024-2025,0.0,0.0,25,0,0
durazno,Uruguay,URUGUAY,2025-2026,58.0,9.916666666666666,12,6,1
el abra,Catamarca,NOA,2024-2025,271.0,56.15,60,45,1
el abra,Catamarca,NOA,2025-2026,675.0,122.27659574468085,47,36,1
el araza,Santa Fe,NEA,2024-2025,0.0,0.0,2,0,0
el arazá,Santa Fe,NEA,2024-2025,0.0,0.0,11,0,0
el bananal,Jujuy,NOA,2024-2025,675.0,57.708333333333336,48,21,1
el bananal,Jujuy,NOA,2025-2026,675.0,122.36,50,50,1
el bordo,Salta,NOA,2024-2025,2800.0,198.8490566037736,53,24,1
el bordo,Salta,NOA,2025-2026,2800.0,265.22222222222223,36,16,1
el carmen,Jujuy,NOA,2024-2025,186.0,19.058823529411764,51,45,1
el carmen,Jujuy,NOA,2025-2026,22.0,3.32,50,27,1
el charco,Santiago Del Estero,NOA,2024-2025,310.0,17.42222222222222,45,33,1
el charco,Santiago Del Estero,NOA,2025-2026,310.0,22.97826086956522,46,38,1
el colorado,Formosa,NEA,2024-2025,31.0,6.222222222222222,45,31,1
el colorado,Formosa,NEA,2025-2026,891.0,24.92,50,31,1
el colorado,Santiago Del Estero,NEA,2024-2025,8.0,1.1428571428571428,35,8,1
el colorado,Santiago Del Estero,NEA,2025-2026,44.0,5.185185185185185,27,4,1
el desafío,,URUGUAY,2025-2026,0.0,0.0,3,0,0
el desafío,Uruguay,URUGUAY,2025-2026,0.0,0.0,8,0,0
el divisorio,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,3,0,0
el fortin,Santa Fe,CENTRO NORTE,2024-2025,0.0,0.0,1,0,0
el fortín,Córdoba,CENTRO NORTE,2024-2025,324.0,35.74418604651163,43,13,1
el fortín,Córdoba,CENTRO NORTE,2025-2026,21.0,2.282051282051282,39,13,1
el fortín,Santa Fe,CENTRO NORTE,2024-2025,0.0,0.0,8,0,0
el galpón,Salta,NOA,2024-2025,2238.0,320.23333333333335,60,48,1
el galpón,Salta,NOA,2025-2026,2238.0,150.9387755102041,49,43,1
el guanagan,Santa Fe,NEA,2025-2026,2.0,0.4782608695652174,23,7,0
el malacara,Santiago Del Estero,NEA,2025-2026,0.0,0.0,1,0,0
el mojón,Santiago Del Estero,NOA,2024-2025,895.0,93.23684210526316,38,24,1
el mojón,Santiago Del Estero,NOA,2025-2026,895.0,250.0909090909091,11,11,1
el naranjo,Formosa,NEA,2024-2025,1.0,0.5454545454545454,11,6,0
el palomar,Santiago Del Estero,NOA,2024-2025,920.0,228.45,60,39,1
el palomar,Santiago Del Estero,NOA,2025-2026,672.0,56.53846153846154,39,19,1
el timbo pampa,Chaco,NEA,2024-2025,880.0,30.023255813953487,43,26,1
el tocon bermejo,Chaco,NEA,2024-2025,346.0,23.5531914893617,47,23,1
el tocon bermejo,Chaco,NEA,2025-2026,54.0,10.678571428571429,28,17,1
el trébol,Santa Fe,CENTRO NORTE,2024-2025,118.0,5.914634146341464,82,17,1
el trébol,Santa Fe,CENTRO NORTE,2025-2026,118.0,2.4833333333333334,60,9,1
el trébol,Santa Fe,CENTRO SUR,2024-2025,0.0,0.0,6,0,0
el tunal,Salta,NOA,2024-2025,957.0,82.01851851851852,54,24,1
el tunal,Salta,NOA,2025-2026,957.0,79.09677419354838,31,31,1
el tío,Córdoba,CENTRO NORTE,2024-2025,297.0,23.627906976744185,43,18,1
el tío,Córdoba,CENTRO NORTE,2025-2026,629.0,36.72727272727273,44,18,1
embarcación,Salta,NOA,2024-2025,1531.0,188.82142857142858,56,47,1
embarcación,Salta,NOA,2025-2026,592.0,24.170731707317074,41,24,1
emilia,Santa Fe,CENTRO NORTE,2024-2025,59.0,7.627118644067797,59,23,1
emilia,Santa Fe,CENTRO NORTE,2025-2026,572.0,76.96,50,19,1
emilia,Santa Fe,NEA,2024-2025,108.0,19.045454545454547,44,15,1
emilia,Santa Fe,NEA,2025-2026,54.0,4.305555555555555,36,13,1
esperanza,Santa Fe,CENTRO NORTE,2024-2025,322.0,60.2962962962963,54,30,1
esperanza,Santa Fe,CENTRO NORTE,2025-2026,1032.0,79.69767441860465,43,21,1
esquina,Corrientes,LITORAL,2024-2025,59.0,6.416666666666667,24,11,1
esquina,Corrientes,LITORAL,2025-2026,12.0,0.9534883720930233,43,8,1
estancia el rocio copra,Corrientes,LITORAL,2024-2025,159.0,14.324324324324325,37,28,1
estancia el rocio copra,Corrientes,LITORAL,2025-2026,28.0,4.439024390243903,41,19,1
estancia el rocío copra,Corrientes,LITORAL,2024-2025,6.0,3.0,2,1,1
estancia gaucho,Uruguay,URUGUAY,2025-2026,0.0,0.0,1,0,0
estancia gaucho - los alamos,,URUGUAY,2025-2026,3.0,1.5,2,1,0
estancia gaucho - rivera,,URUGUAY,2025-2026,0.0,0.0,3,0,0
estancia gaucho los alamos,Uruguay,URUGUAY,2025-2026,3.0,1.5,2,1,0
estancia gaucho rivera,Uruguay,URUGUAY,2025-2026,0.0,0.0,2,0,0
eufrasio loza,Córdoba,CENTRO NORTE,2024-2025,772.0,36.1,50,15,1
eufrasio loza,Córdoba,CENTRO NORTE,2025-2026,772.0,62.42553191489362,47,24,1
fcaunne,Corrientes,LITORAL,2024-2025,1.0,1.0,1,1,0
feliciano,Entre Ríos,LITORAL,2024-2025,86.0,5.178571428571429,56,24,1
feliciano,Entre Ríos,LITORAL,2025-2026,86.0,8.148936170212766,47,19,1
ferré,Buenos Aires,CENTRO SUR,2024-2025,11.0,0.3761467889908257,109,12,1
ferré,Buenos Aires,CENTRO SUR,2025-2026,11.0,0.6101694915254238,59,8,1
fisco,Santiago Del Estero,NOA,2025-2026,2.0,0.875,8,5,0
florentino ameghino,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,23,0,0
fraga,Santa Fe,CENTRO NORTE,2025-2026,38.0,3.12,25,9,1
fraile pintado,Jujuy,NOA,2024-2025,40.0,9.26530612244898,49,43,1
fraile pintado,Jujuy,NOA,2025-2026,18.0,5.434782608695652,46,34,1
freyre,Córdoba,CENTRO NORTE,2024-2025,346.0,47.3,60,24,1
freyre,Córdoba,CENTRO NORTE,2025-2026,346.0,36.765957446808514,47,27,1
frias,Catamarca,NOA,2025-2026,119.0,10.121212121212121,33,24,1
frias,Santiago Del Estero,NOA,2024-2025,1657.0,167.126213592233,103,60,1
frias,Santiago Del Estero,NOA,2025-2026,1657.0,95.88157894736842,76,41,1
frías,Santiago Del Estero,NOA,2024-2025,7.0,5.0,2,2,1
gancedo,Chaco,NEA,2024-2025,21.0,1.105263157894737,19,1,1
gancedo,Chaco,NEA,2025-2026,970.0,32.93333333333333,30,10,1
garmendia,Tucumán,NOA,2024-2025,950.0,166.10526315789474,57,33,1
garmendia,Tucumán,NOA,2025-2026,800.0,101.44186046511628,43,21,1
general arenales,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,112,0,0
general arenales,Buenos Aires,CENTRO SUR,2025-2026,1.0,0.11764705882352941,51,6,0
general cabrera,Córdoba,CENTRO SUR,2024-2025,33.0,2.9272727272727272,55,8,1
general cabrera,Córdoba,CENTRO SUR,2025-2026,21.0,2.630434782608696,46,15,1
general dorrego,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,1,0,0
general levalle,Córdoba,CENTRO SUR,2024-2025,31.0,1.7636363636363637,55,9,1
general levalle,Córdoba,CENTRO SUR,2025-2026,31.0,2.4634146341463414,41,9,1
general m. belgrano,Formosa,NEA,2025-2026,4.0,2.0,6,3,0
general madariaga,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,49,0,0
general madariaga,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,46,0,0
general paz,La Pampa,CENTRO SUR,2024-2025,0.0,0.0,1,0,0
general pico,La Pampa,CENTRO SUR,2024-2025,10.0,0.6140350877192983,57,9,1
general pico,La Pampa,CENTRO SUR,2025-2026,10.0,0.6739130434782609,46,6,1
general pinedo,Chaco,NEA,2024-2025,186.0,14.707317073170731,41,12,1
general pinedo,Chaco,NEA,2025-2026,194.0,33.2,50,41,1
general pizarro,Salta,NOA,2024-2025,2240.0,140.43396226415095,53,30,1
general pizarro,Salta,NOA,2025-2026,2240.0,163.0,42,21,1
general roca,Córdoba,CENTRO SUR,2024-2025,44.0,6.680851063829787,47,10,1
general roca,Córdoba,CENTRO SUR,2025-2026,32.0,3.108695652173913,46,14,1
general villegas,Buenos Aires,CENTRO SUR,2024-2025,4.0,0.44660194174757284,103,18,0
general villegas,Buenos Aires,CENTRO SUR,2025-2026,4.0,0.47540983606557374,61,14,0
germania,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,45,0,0
germania,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,47,0,0
germania,Santa Fe,CENTRO SUR,2024-2025,0.0,0.0,12,0,0
girardet,Santiago Del Estero,NEA,2025-2026,640.0,21.0,32,9,1
gobernador castro,Buenos Aires,CENTRO SUR,2024-2025,5.0,0.3148148148148148,54,6,1
gobernador castro,Buenos Aires,CENTRO SUR,2025-2026,5.0,0.42,50,7,1
godoy,Santa Fe,CENTRO SUR,2024-2025,32.0,2.25,60,24,1
godoy,Santa Fe,CENTRO SUR,2025-2026,32.0,2.625,24,12,1
gonzález moreno,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.0196078431372549,51,1,0
gonzález moreno,Buenos Aires,CENTRO SUR,2025-2026,1.0,0.044444444444444446,45,2,0
goya,Corrientes,LITORAL,2024-2025,782.0,51.25714285714286,35,23,1
goya,Corrientes,LITORAL,2025-2026,782.0,21.82,50,38,1
gualeguay,Entre Ríos,LITORAL,2024-2025,835.0,24.68553459119497,159,36,1
gualeguay,Entre Ríos,LITORAL,2025-2026,235.0,3.2595419847328246,131,20,1
gualeguaychu,Entre Ríos,LITORAL,2025-2026,2.0,0.18181818181818182,33,3,0
gualeguaychú,Entre Ríos,LITORAL,2024-2025,0.0,0.0,28,0,0
gualeguaychú,Entre Ríos,LITORAL,2025-2026,1.0,1.0,1,1,0
guamini,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,3,0,0
guaminí,Buenos Aires,CENTRO SUR,2024-2025,2.0,0.19642857142857142,56,8,0
guaminí,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,42,0,0
guanaco,Buenos Aires,CENTRO SUR,2024-2025,7.0,0.543859649122807,57,6,1
guanaco,Buenos Aires,CENTRO SUR,2025-2026,7.0,0.22,50,3,1
guatimozin,Córdoba,CENTRO SUR,2024-2025,2.0,0.125,56,5,0
guatimozin,Córdoba,CENTRO SUR,2025-2026,2.0,0.045454545454545456,44,1,0
gálvez,Santa Fe,CENTRO NORTE,2024-2025,149.0,13.607142857142858,112,33,1
gálvez,Santa Fe,CENTRO NORTE,2025-2026,330.0,18.8953488372093,86,38,1
güemes,Salta,NOA,2024-2025,285.0,60.22222222222222,54,54,1
güemes,Salta,NOA,2025-2026,,,0,0,0
helvecia,Santa Fe,CENTRO NORTE,2024-2025,30.0,3.15,40,7,1
helvecia,Santa Fe,CENTRO NORTE,2025-2026,6.0,2.8333333333333335,6,6,1
helvecia,Santa Fe,LITORAL,2024-2025,0.0,0.0,1,0,0
henderson,Buenos Aires,CENTRO SUR,2024-2025,2.0,0.03508771929824561,57,1,0
henderson,Buenos Aires,CENTRO SUR,2025-2026,2.0,0.08,50,2,0
hernando,Córdoba,CENTRO NORTE,2024-2025,2.0,0.48717948717948717,39,13,0
hernando,Córdoba,CENTRO NORTE,2025-2026,3.0,0.8611111111111112,36,18,0
hersilia,Santa Fe,NEA,2024-2025,581.0,42.23529411764706,51,34,1
hersilia,Santa Fe,NEA,2025-2026,581.0,44.8,30,19,1
hinojal,Entre Ríos,LITORAL,2024-2025,118.0,11.09433962264151,53,12,1
hinojal,Entre Ríos,LITORAL,2025-2026,121.0,11.212765957446809,47,24,1
horcones,Salta,NOA,2024-2025,283.0,57.977777777777774,45,30,1
horcones,Salta,NOA,2025-2026,260.0,30.659574468085108,47,22,1
huasa pampa,Tucumán,NOA,2024-2025,212.0,9.383333333333333,60,33,1
huasa pampa,Tucumán,NOA,2025-2026,407.0,56.32,50,35,1
hughes,Santa Fe,CENTRO SUR,2024-2025,16.0,1.0166666666666666,60,10,1
hughes,Santa Fe,CENTRO SUR,2025-2026,1.0,0.09090909090909091,44,4,0
huinca renanco,Córdoba,CENTRO SUR,2024-2025,3.0,0.6730769230769231,52,20,0
huinca renanco,Córdoba,CENTRO SUR,2025-2026,2.0,0.7777777777777778,9,4,0
humboldt,Santa Fe,CENTRO NORTE,2024-2025,6.0,0.7368421052631579,57,9,1
humboldt,Santa Fe,CENTRO NORTE,2025-2026,4.0,0.96,50,14,0
idiazabal,Córdoba,CENTRO SUR,2024-2025,4.0,0.6981132075471698,53,20,0
idiazabal,Córdoba,CENTRO SUR,2025-2026,2.0,0.8,10,4,0
ing. luiggi,La Pampa,CENTRO SUR,2025-2026,0.0,0.0,15,0,0
inés indart,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,46,0,0
inés indart,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,35,0,0
iriarte,Santa Fe,CENTRO SUR,2024-2025,0.0,0.0,58,0,0
iriarte,Santa Fe,CENTRO SUR,2025-2026,0.0,0.0,42,0,0
isca yacu,Santiago Del Estero,NOA,2024-2025,3061.0,118.12727272727273,110,65,1
isca yacu,Santiago Del Estero,NOA,2025-2026,3061.0,91.1304347826087,46,24,1
isla baja,Santiago Del Estero,NEA,2024-2025,1805.0,224.84444444444443,45,25,1
isla baja,Santiago Del Estero,NEA,2025-2026,1670.0,50.41025641025641,39,14,1
isletas,Entre Ríos,LITORAL,2024-2025,12.0,0.7959183673469388,49,15,1
isletas,Entre Ríos,LITORAL,2025-2026,64.0,4.604166666666667,48,11,1
ismael cortinas,,URUGUAY,2024-2025,,,0,0,0
ismael cortinas,Uruguay,URUGUAY,2024-2025,0.0,0.0,3,0,0
ituzaingo,Corrientes,LITORAL,2024-2025,41.0,9.533333333333333,30,13,1
ituzaingo,Corrientes,LITORAL,2025-2026,18.0,4.0,9,2,1
ituzaingó,Corrientes,LITORAL,2024-2025,19.0,18.0,2,2,1
j v gonzales,Salta,NOA,2024-2025,2030.0,173.85106382978722,47,28,1
j v gonzales,Salta,NOA,2025-2026,2030.0,142.68085106382978,47,29,1
j. b. molina,Santa Fe,CENTRO SUR,2024-2025,23.0,5.108695652173913,46,17,1
j. b. molina,Santa Fe,CENTRO SUR,2025-2026,25.0,2.6382978723404253,47,12,1
jesus maría,Córdoba,CENTRO NORTE,2024-2025,650.0,41.1875,48,17,1
jesus maría,Córdoba,CENTRO NORTE,2025-2026,650.0,37.22222222222222,45,33,1
jesús maría,Córdoba,CENTRO NORTE,2024-2025,2.0,0.6666666666666666,3,1,0
jesús maría,Córdoba,CENTRO NORTE,2025-2026,3.0,1.5,2,1,0
jovita,Córdoba,CENTRO SUR,2024-2025,0.0,0.0,59,0,0
jovita,Córdoba,CENTRO SUR,2025-2026,0.0,0.0,46,0,0
juamarita,Santa Fe,NEA,2024-2025,3.0,0.36363636363636365,33,6,0
juan jorba,San Luis,CENTRO SUR,2024-2025,5.0,3.0,2,2,1
juan jorba,San Luís,CENTRO SUR,2024-2025,32.0,3.4482758620689653,58,16,1
juan jorba,San Luís,CENTRO SUR,2025-2026,32.0,2.0,40,9,1
juan josé castelli,Chaco,NEA,2024-2025,116.0,9.333333333333334,90,57,1
juan josé castelli,Chaco,NEA,2025-2026,446.0,73.40816326530613,49,43,1
junín,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.017857142857142856,56,1,0
junín,Buenos Aires,CENTRO SUR,2025-2026,1.0,0.04,50,2,0
justiniano posse,Córdoba,CENTRO SUR,2024-2025,2.0,0.22857142857142856,35,5,0
justiniano posse,Córdoba,CENTRO SUR,2025-2026,1.0,1.0,1,1,0
jv gonzales,Salta,NOA,2024-2025,1.0,0.3333333333333333,3,1,0
kempe,Chaco,NEA,2024-2025,34.0,1.8076923076923077,52,10,1
kempe,Chaco,NEA,2025-2026,152.0,75.57142857142857,7,6,1
la angelina,San Luís,CENTRO SUR,2024-2025,0.0,0.0,56,0,0
la angelina,San Luís,CENTRO SUR,2025-2026,0.0,0.0,46,0,0
la bajada,Tucumán,NOA,2024-2025,224.0,26.63157894736842,57,57,1
la bajada,Tucumán,NOA,2025-2026,224.0,17.88,50,50,1
la brianza,Córdoba,CENTRO SUR,2025-2026,2.0,0.6666666666666666,3,1,0
la camila,Santa Fe,CENTRO NORTE,2024-2025,1583.0,116.32203389830508,59,30,1
la camila,Santa Fe,CENTRO NORTE,2025-2026,1583.0,152.25,28,16,1
la carlota,Córdoba,CENTRO SUR,2024-2025,13.0,1.2833333333333334,60,29,1
la carlota,Córdoba,CENTRO SUR,2025-2026,13.0,0.40425531914893614,47,4,1
la cocha,Tucumán,NOA,2024-2025,1040.0,94.17543859649123,57,57,1
la cocha,Tucumán,NOA,2025-2026,1040.0,90.4375,48,48,1
la cruz,Tucumán,NOA,2024-2025,2450.0,180.37037037037038,54,54,1
la cruz,Tucumán,NOA,2025-2026,2450.0,307.225,40,31,1
la invensible,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.02127659574468085,47,1,0
la invensible,Buenos Aires,CENTRO SUR,2025-2026,1.0,0.125,16,2,0
la invernada,Tucumán,NOA,2024-2025,244.0,35.5,60,48,1
la invernada,Tucumán,NOA,2025-2026,1065.0,112.42553191489361,47,41,1
la loma,,URUGUAY,2025-2026,0.0,0.0,3,0,0
la loma,Uruguay,URUGUAY,2025-2026,0.0,0.0,5,0,0
la maria,Santa Fe,NEA,2024-2025,1.0,0.6,5,3,0
la maría,Santa Fe,NEA,2024-2025,176.0,23.842105263157894,57,28,1
la maría,Santa Fe,NEA,2025-2026,799.0,40.609756097560975,41,18,1
la montenegrina,Chaco,NEA,2025-2026,4.0,1.0285714285714285,35,18,0
la niña,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,50,0,0
la niña,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,4,0,0
la osca,Santa Fe,NEA,2024-2025,360.0,49.839285714285715,56,30,1
la osca,Santa Fe,NEA,2025-2026,360.0,20.408163265306122,49,26,1
la paloma,Santiago Del Estero,NEA,2024-2025,0.0,0.0,1,0,0
la paloma,Santiago Del Estero,NEA,2025-2026,,,0,0,0
la paz,Entre Ríos,LITORAL,2024-2025,121.0,5.0519480519480515,154,38,1
la paz,Entre Ríos,LITORAL,2025-2026,59.0,7.675675675675675,111,63,1
la pelada,Santa Fe,NEA,2024-2025,586.0,91.84444444444445,45,25,1
la pelada,Santa Fe,NEA,2025-2026,586.0,37.020833333333336,48,19,1
la penca,Santa Fe,NEA,2024-2025,2.0,0.3333333333333333,6,1,0
la penca y caraguatá,Santa Fe,NEA,2024-2025,1675.0,325.47058823529414,51,32,1
la penca y caraguatá,Santa Fe,NEA,2025-2026,547.0,33.14,50,38,1
la playosa,Córdoba,CENTRO SUR,2024-2025,87.0,12.132075471698114,53,21,1
la playosa,Córdoba,CENTRO SUR,2025-2026,31.0,2.021276595744681,47,12,1
la rosita,Santiago Del Estero,NEA,2024-2025,17.0,1.891304347826087,46,13,1
la rosita,Santiago Del Estero,NEA,2025-2026,130.0,4.53125,32,8,1
la sarita,Santa Fe,NEA,2024-2025,453.0,98.92105263157895,38,32,1
la sarita,Santa Fe,NEA,2025-2026,1089.0,151.1,50,41,1
la toma,San Luis,CENTRO NORTE,2024-2025,4.0,0.23529411764705882,51,6,0
la toma,San Luis,CENTRO NORTE,2025-2026,4.0,0.18,50,3,0
la violeta,Buenos Aires,CENTRO SUR,2024-2025,26.0,3.877551020408163,49,13,1
la violeta,Buenos Aires,CENTRO SUR,2025-2026,16.0,0.8979591836734694,49,9,1
la virginia,Tucumán,NOA,2024-2025,530.0,88.08333333333333,60,45,1
la virginia,Tucumán,NOA,2025-2026,610.0,91.1086956521739,46,30,1
laguna de robles,Tucumán,NOA,2024-2025,2793.0,184.1851851851852,54,32,1
laguna de robles,Tucumán,NOA,2025-2026,2793.0,238.8409090909091,44,35,1
laguna larga,Córdoba,CENTRO NORTE,2024-2025,35.0,3.192982456140351,57,21,1
laguna larga,Córdoba,CENTRO NORTE,2025-2026,35.0,2.5294117647058822,34,10,1
landeta,Santa Fe,CENTRO NORTE,2024-2025,185.0,27.810344827586206,58,19,1
landeta,Santa Fe,CENTRO NORTE,2025-2026,92.0,7.255813953488372,43,11,1
las arenas,Santiago Del Estero,NEA,2025-2026,0.0,0.0,1,0,0
las armas,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,48,0,0
las armas,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,10,0,0
las astillas,Córdoba,CENTRO NORTE,2024-2025,553.0,57.833333333333336,54,30,1
las astillas,Córdoba,CENTRO NORTE,2025-2026,553.0,24.387755102040817,49,32,1
las bajadas,Córdoba,CENTRO NORTE,2024-2025,49.0,4.428571428571429,56,29,1
las bajadas,Córdoba,CENTRO NORTE,2025-2026,49.0,4.844444444444444,45,31,1
las breñas,Chaco,NEA,2024-2025,480.0,42.53125,96,42,1
las breñas,Chaco,NEA,2025-2026,1358.0,98.85057471264368,87,53,1
las cejas,Tucumán,NOA,2024-2025,4800.0,805.2666666666667,60,60,1
las cejas,Tucumán,NOA,2025-2026,4760.0,355.30232558139534,43,40,1
las chilcas,Córdoba,CENTRO NORTE,2024-2025,75.0,12.117647058823529,51,21,1
las chilcas,Córdoba,CENTRO NORTE,2025-2026,67.0,15.72972972972973,37,20,1
las chilcas,San Luis,CENTRO NORTE,2024-2025,37.0,37.0,1,1,1
las delicias,Santiago Del Estero,NOA,2024-2025,3300.0,278.2888888888889,45,21,1
las delicias,Santiago Del Estero,NOA,2025-2026,1025.0,258.45454545454544,11,11,1
las garzas,Corrientes,LITORAL,2024-2025,0.0,0.0,2,0,0
las garzas,Entre Ríos,LITORAL,2024-2025,517.0,96.18867924528301,53,31,1
las garzas,Entre Ríos,LITORAL,2025-2026,40.0,5.851063829787234,47,26,1
las lajitas,Salta,NOA,2024-2025,1656.0,131.08247422680412,97,62,1
las lajitas,Salta,NOA,2025-2026,1656.0,165.67441860465115,43,39,1
las lomitas,Formosa,NEA,2024-2025,6.0,0.8108108108108109,37,11,1
las lomitas,Formosa,NEA,2025-2026,233.0,63.59375,32,32,1
las numancias,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,36,0,0
las piedras,Chaco,NEA,2025-2026,4.0,1.0,20,5,0
las piedritas,Chaco,NEA,2024-2025,0.0,0.0,50,0,0
las piedritas,Chaco,NEA,2025-2026,32.0,4.488888888888889,45,29,1
las rosas,Santa Fe,CENTRO SUR,2024-2025,0.0,0.0,52,0,0
las rosas,Santa Fe,CENTRO SUR,2025-2026,0.0,0.0,10,0,0
las yerbas la paloma,Santiago Del Estero,NEA,2024-2025,0.0,0.0,5,0,0
lavalle,Santiago Del Estero,NOA,2024-2025,797.0,54.294117647058826,51,21,1
lavalle,Santiago Del Estero,NOA,2025-2026,1.0,0.5,18,9,0
leales,Tucumán,NOA,2024-2025,1388.0,185.33333333333334,39,22,1
leales,Tucumán,NOA,2025-2026,1388.0,109.48837209302326,43,26,1
leandro n. alem,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.08928571428571429,56,5,0
leandro n. alem,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,50,0,0
lecueder,Córdoba,CENTRO SUR,2024-2025,0.0,0.0,51,0,0
lecueder,Córdoba,CENTRO SUR,2025-2026,0.0,0.0,34,0,0
lilo viejo,Santiago Del Estero,NEA,2024-2025,850.0,45.52173913043478,46,14,1
lilo viejo,Santiago Del Estero,NEA,2025-2026,850.0,59.18421052631579,38,13,1
llambi,Santa Fe,NEA,2024-2025,0.0,0.0,6,0,0
llambi campbell,Santa Fe,NEA,2024-2025,0.0,0.0,3,0,0
llambí campbell,Santa Fe,NEA,2024-2025,10.0,2.0833333333333335,36,12,1
logroño,Santa Fe,CENTRO NORTE,2024-2025,0.0,0.0,2,0,0
logroño,Santa Fe,NEA,2024-2025,3217.0,212.69135802469137,81,26,1
logroño,Santa Fe,NEA,2025-2026,3217.0,76.56,50,24,1
loma del trozo,Córdoba,CENTRO NORTE,2025-2026,320.0,16.59090909090909,22,7,1
los altos,Catamarca,NOA,2024-2025,256.0,21.385964912280702,57,27,1
los altos,Catamarca,NOA,2025-2026,1043.0,176.52,50,41,1
los arenales,,URUGUAY,2025-2026,3.0,0.75,4,1,0
los arenales,Uruguay,URUGUAY,2025-2026,6.0,0.9,10,2,1
los frentones,Chaco,NEA,2024-2025,126.0,8.411764705882353,68,29,1
los juries,Santiago Del Estero,NEA,2024-2025,880.0,92.7816091954023,87,39,1
los juries,Santiago Del Estero,NEA,2025-2026,957.0,75.1063829787234,47,28,1
los molles,San Luis,CENTRO SUR,2024-2025,4.0,2.5,2,2,0
los molles,San Luís,CENTRO SUR,2024-2025,823.0,25.051724137931036,58,25,1
los molles,San Luís,CENTRO SUR,2025-2026,823.0,216.22222222222223,9,8,1
los pereyra,Tucumán,NOA,2024-2025,996.0,99.48076923076923,52,37,1
los pereyra,Tucumán,NOA,2025-2026,996.0,97.59183673469387,49,39,1
los puestos,Tucumán,NOA,2024-2025,169.0,17.228070175438596,57,27,1
los puestos,Tucumán,NOA,2025-2026,520.0,27.272727272727273,44,18,1
los toldos,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,57,0,0
los toldos,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,47,0,0
lujan,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,9,0,0
luxardo,Córdoba,CENTRO NORTE,2025-2026,141.0,17.0,9,2,1
lópez,Santa Fe,CENTRO NORTE,2024-2025,68.0,6.407407407407407,54,12,1
lópez,Santa Fe,CENTRO NORTE,2025-2026,68.0,5.836734693877551,49,18,1
macachín,La Pampa,CENTRO SUR,2024-2025,0.0,0.0,49,0,0
macachín,La Pampa,CENTRO SUR,2025-2026,0.0,0.0,42,0,0
macapillo,Salta,NOA,2024-2025,159.0,23.48148148148148,27,27,1
maipú,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,1,0,0
malabrigo,Santa Fe,NEA,2024-2025,207.0,36.421052631578945,57,27,1
malabrigo,Santa Fe,NEA,2025-2026,218.0,39.56,50,38,1
malbran,Santiago Del Estero,NEA,2025-2026,570.0,36.89473684210526,19,7,1
manfredi,Córdoba,CENTRO NORTE,2024-2025,1872.0,97.8,55,19,1
manfredi,Córdoba,CENTRO NORTE,2025-2026,1872.0,41.7,50,21,1
