localidad,provincia,region,temporada,lat,lon,dist_zona_endemica_km,oni_invierno,heladas_count,heladas_severas_count,temp_min_abs,temp_media_invierno,temp_min_media_invierno,dias_tmin_gt_10,dias_tmin_gt_15,dias_tmin_gt_18,gdd_base10,gdd_base0_negativo,rh_mean_invierno,precip_total_invierno,dias_con_lluvia,wind_mean_invierno,wind_max_invierno,wind_norte_ratio,temp_media_primavera,temp_min_media_primavera,dias_tmin_gt_15_primavera,dias_tmin_gt_18_primavera,gdd_base10_primavera,rh_mean_primavera,precip_total_primavera,wind_mean_primavera,dist_nearest_outbreak_km,dist_nearest_high_outbreak_km,n_outbreaks_within_100km,n_outbreaks_within_200km,prev_max_capturas,prev_mean_capturas,prev_target,prev_n_detecciones,max_capturas,mean_capturas,n_lecturas,n_detecciones,target
laguna larga,Córdoba,CENTRO NORTE,2024-2025,-31.7757039,-63.800346,569.6610360905582,0.08,10,0,-2.9,10.799999999999999,5.789130434782609,11,2,1,176.5,-13.5,66.77173913043478,20.6,5,9.957608695652175,27.8,0.4782608695652174,18.80819672131148,12.814754098360657,21,3,537.3000000000001,55.67213114754098,272.5,11.28032786885246,9999.0,9999.0,0,0,0.0,0.0,0,0,35.0,3.192982456140351,57,21,1
laguna larga,Córdoba,CENTRO NORTE,2025-2026,-31.7757039,-63.800346,569.6610360905582,-0.14,3,0,-3.2,10.834782608695653,6.0,11,0,0,148.2,-5.199999999999999,67.96739130434783,159.1,15,12.129347826086954,40.7,0.5,17.46393442622951,11.124590163934426,12,4,460.4,58.21311475409836,81.3,14.067213114754097,0.0,9.252173929578401,28,64,35.0,3.192982456140351,1,21,35.0,2.5294117647058822,34,10,1
landeta,Santa Fe,CENTRO NORTE,2024-2025,-32.0106546,-62.0601572,654.2801580770383,0.08,8,0,-3.4,12.217391304347826,7.471739130434783,25,9,3,288.4,-10.600000000000001,67.8586956521739,69.8,7,11.81521739130435,33.7,0.33695652173913043,19.724590163934426,13.795081967213115,25,9,593.2000000000002,56.114754098360656,95.1,13.50327868852459,9999.0,9999.0,0,0,0.0,0.0,0,0,185.0,27.810344827586206,58,19,1
landeta,Santa Fe,CENTRO NORTE,2025-2026,-32.0106546,-62.0601572,654.2801580770383,-0.14,3,0,-3.0,11.628260869565217,7.072826086956522,20,3,0,208.4,-5.2,72.02173913043478,184.4,16,11.753260869565217,41.1,0.391304347826087,17.878688524590164,11.92622950819672,14,5,483.8000000000001,61.85245901639344,117.9,13.929508196721311,0.0,0.0,24,100,185.0,27.810344827586206,1,19,92.0,7.255813953488372,43,11,1
las armas,Buenos Aires,CENTRO SUR,2024-2025,-37.0863026,-57.829146,1337.514834735466,0.08,12,0,-3.8,8.997826086956522,4.979347826086956,10,2,1,97.3,-23.3,77.52173913043478,171.4,20,13.458695652173914,41.8,0.25,14.954098360655738,9.232786885245902,6,1,304.1,70.70491803278688,99.89999999999999,12.878688524590162,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,48,0,0
las armas,Buenos Aires,CENTRO SUR,2025-2026,-37.0863026,-57.829146,1337.514834735466,-0.14,4,0,-3.2,8.941304347826087,5.185869565217391,8,0,0,64.3,-4.3,79.65217391304348,163.9,16,12.916304347826086,41.4,0.358695652173913,13.714754098360656,8.777049180327868,2,0,244.6,76.14754098360656,216.7,13.473770491803279,168.45338104450383,449.559530150394,0,1,0.0,0.0,0,0,0.0,0.0,10,0,0
las astillas,Córdoba,CENTRO NORTE,2024-2025,-30.9064179,-63.8807881,474.32961052228836,0.08,2,0,-1.5,12.129347826086958,7.481521739130433,20,3,1,271.2,-3.0,58.67391304347826,41.599999999999994,7,12.613043478260868,35.3,0.42391304347826086,19.557377049180328,13.811475409836065,21,8,583.0000000000001,52.114754098360656,206.4,13.534426229508197,9999.0,9999.0,0,0,0.0,0.0,0,0,553.0,57.833333333333336,54,30,1
las astillas,Córdoba,CENTRO NORTE,2025-2026,-30.9064179,-63.8807881,474.32961052228836,-0.14,2,0,-1.4,11.670652173913044,7.357608695652174,18,0,0,205.20000000000002,-1.7999999999999998,64.16304347826087,206.20000000000002,15,12.252173913043478,41.4,0.45652173913043476,18.018032786885247,12.211475409836067,17,4,494.0,55.14754098360656,47.8,13.426229508196723,0.0,0.0,23,47,553.0,57.833333333333336,1,30,553.0,24.387755102040817,49,32,1
las bajadas,Córdoba,CENTRO NORTE,2024-2025,-32.0971007,-64.3307876,594.9851760414623,0.08,6,0,-1.3,10.419565217391305,5.854347826086957,10,2,0,152.09999999999997,-5.4,62.34782608695652,27.2,6,9.290217391304347,30.7,0.5652173913043478,18.378688524590167,12.468852459016393,16,2,511.09999999999997,51.81967213114754,209.39999999999998,11.545901639344264,9999.0,9999.0,0,0,0.0,0.0,0,0,49.0,4.428571428571429,56,29,1
las bajadas,Córdoba,CENTRO NORTE,2025-2026,-32.0971007,-64.3307876,594.9851760414623,-0.14,2,0,-2.8,10.433695652173913,6.146739130434784,7,0,0,120.8,-4.699999999999999,64.30434782608695,154.39999999999998,14,9.93804347826087,38.2,0.5652173913043478,16.572131147540983,11.001639344262292,9,0,408.59999999999997,57.34426229508197,97.39999999999999,13.01311475409836,0.0,15.411922111128163,16,56,49.0,4.428571428571429,1,29,49.0,4.844444444444444,45,31,1
las breñas,Chaco,NEA,2024-2025,-27.0863246,-61.0859456,409.02965345230103,0.08,0,0,1.0,17.261956521739133,12.515217391304349,57,32,17,681.9000000000001,0.0,63.619565217391305,71.0,8,13.13478260869565,42.4,0.25,23.721311475409838,17.80491803278688,43,30,837.0000000000001,59.50819672131148,107.3,14.486885245901636,9999.0,9999.0,0,0,0.0,0.0,0,0,480.0,42.53125,96,42,1
las breñas,Chaco,NEA,2025-2026,-27.0863246,-61.0859456,409.02965345230103,-0.14,0,0,0.9,15.81304347826087,10.891304347826088,55,18,4,550.0,0.0,69.53260869565217,139.4,16,11.615217391304347,34.5,0.15217391304347827,21.163934426229506,15.606557377049182,36,21,680.9999999999999,64.32786885245902,189.20000000000005,13.249180327868853,0.0,0.0,15,35,480.0,42.53125,1,42,1358.0,98.85057471264368,87,53,1
las cejas,Tucumán,NOA,2024-2025,-26.8884593,-64.7411658,46.57252170759843,0.08,0,0,0.2,14.007608695652175,8.771739130434783,40,3,0,395.3,0.0,62.47826086956522,21.1,4,9.395652173913044,32.6,0.16304347826086957,22.604918032786887,16.41147540983607,39,24,768.9000000000002,53.31147540983606,143.2,11.31967213114754,9999.0,9999.0,0,0,0.0,0.0,0,0,4800.0,805.2666666666667,60,60,1
las cejas,Tucumán,NOA,2025-2026,-26.8884593,-64.7411658,46.57252170759843,-0.14,0,0,0.8,13.677173913043477,8.528260869565216,28,2,0,353.6,0.0,68.09782608695652,45.2,5,9.223913043478264,32.4,0.2391304347826087,21.61639344262295,15.470491803278687,35,19,708.5999999999999,49.42622950819672,70.99999999999999,12.393442622950818,0.0,0.0,36,61,4800.0,805.2666666666667,1,60,4760.0,355.30232558139534,43,40,1
las chilcas,Córdoba,CENTRO NORTE,2024-2025,-30.0673866,-64.3263432,373.22002392819564,0.08,0,0,0.8,14.114130434782606,10.1,47,11,5,414.6000000000001,0.0,51.05434782608695,9.4,3,15.752173913043482,44.3,0.21739130434782608,21.644262295081965,16.652459016393443,40,21,710.3,44.59016393442623,129.3,19.67049180327869,9999.0,9999.0,0,0,0.0,0.0,0,0,75.0,12.117647058823527,51,21,1
las chilcas,Córdoba,CENTRO NORTE,2025-2026,-30.0673866,-64.3263432,373.22002392819564,-0.14,0,0,1.5,13.39130434782609,9.683695652173915,42,7,0,339.7,0.0,56.20652173913044,85.30000000000001,11,18.817391304347826,49.7,0.25,20.242622950819673,14.855737704918031,30,15,626.7,44.68852459016394,25.5,24.599999999999998,0.0,48.240562389658166,10,29,75.0,12.117647058823527,1,21,67.0,15.72972972972973,37,20,1
las chilcas,San Luis,CENTRO NORTE,2024-2025,-32.416667,-65.316667,624.646549941941,0.08,8,0,-2.9,10.381521739130434,5.2956521739130435,7,0,0,150.00000000000003,-10.5,57.32608695652174,16.0,4,10.908695652173913,43.2,0.06521739130434782,18.685245901639345,12.43606557377049,16,3,529.8000000000001,48.59016393442623,130.79999999999998,12.398360655737704,9999.0,9999.0,0,0,0.0,0.0,0,0,37.0,37.0,1,1,1
las delicias,Santiago Del Estero,NOA,2024-2025,-26.6777429,-64.0072692,119.22059877464686,0.08,1,0,-0.2,16.07608695652174,10.29565217391304,54,10,4,572.3999999999999,-0.2,56.68478260869565,7.0,1,12.009782608695653,36.9,0.30434782608695654,24.69180327868852,18.383606557377043,47,33,896.2,47.278688524590166,104.70000000000002,13.577049180327867,9999.0,9999.0,0,0,0.0,0.0,0,0,3300.0,278.2888888888889,45,21,1
las delicias,Santiago Del Estero,NOA,2025-2026,-26.6777429,-64.0072692,119.22059877464686,-0.14,0,0,1.4,15.17173913043478,9.844565217391304,49,7,2,484.7000000000001,0.0,63.94565217391305,44.99999999999999,10,10.38804347826087,32.2,0.4673913043478261,22.732786885245904,16.108196721311476,37,26,776.7,48.67213114754098,72.79999999999998,12.106557377049182,0.0,0.0,19,63,3300.0,278.2888888888889,1,21,1025.0,258.45454545454544,11,11,1
las garzas,Corrientes,LITORAL,2024-2025,-28.455352,-58.947382,642.7984230751287,0.08,0,0,0.6,16.44891304347826,12.284782608695652,57,35,19,618.7,0.0,72.65217391304348,140.0,17,14.76521739130435,42.9,0.2391304347826087,21.41475409836066,16.447540983606558,41,21,696.3000000000001,72.32786885245902,205.4,15.147540983606559,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0
las garzas,Entre Ríos,LITORAL,2024-2025,-32.449963,-58.2581601,918.7351359459269,0.08,5,0,-2.1,12.605434782608697,8.553260869565218,39,11,5,323.9,-5.6,78.06521739130434,163.79999999999998,15,12.54782608695652,40.0,0.22826086956521738,18.01475409836066,13.019672131147543,19,6,488.8999999999999,74.98360655737704,152.3,12.82131147540984,9999.0,9999.0,0,0,0.0,0.0,0,0,517.0,96.188679245283,53,31,1
las garzas,Entre Ríos,LITORAL,2025-2026,-32.449963,-58.2581601,918.7351359459269,-0.14,3,0,-2.2,11.30108695652174,6.968478260869565,17,1,1,183.4,-2.9000000000000004,78.3804347826087,222.5,15,10.92282608695652,30.7,0.29347826086956524,17.28360655737705,11.908196721311475,12,1,448.0000000000001,69.11475409836065,205.1,12.531147540983609,0.0,0.0,6,16,517.0,96.188679245283,1,31,40.0,5.851063829787234,47,26,1
las lajitas,Salta,NOA,2024-2025,-24.7269289,-64.1953709,251.5087646112776,0.08,0,0,1.9,15.730434782608697,10.48586956521739,55,10,3,539.9,0.0,59.0,10.500000000000002,3,10.319565217391304,28.4,0.32608695652173914,23.859016393442623,17.724590163934423,47,28,845.4,49.73770491803279,87.4,11.385245901639342,9999.0,9999.0,0,0,0.0,0.0,0,0,1656.0,131.08247422680412,97,62,1
las lajitas,Salta,NOA,2025-2026,-24.7269289,-64.1953709,251.5087646112776,-0.14,0,0,1.5,14.97282608695652,10.153260869565218,49,7,0,470.0,0.0,65.92391304347827,32.6,6,11.534782608695652,41.2,0.4782608695652174,22.513114754098364,16.554098360655736,41,23,763.3,48.18032786885246,46.300000000000004,13.222950819672132,0.0,0.0,16,39,1656.0,131.08247422680412,1,62,1656.0,165.67441860465115,43,39,1
las lomitas,Formosa,NEA,2024-2025,-24.7075268,-60.5942732,516.5639111982558,0.08,0,0,1.9,18.720652173913045,14.07934782608696,62,42,26,808.6,0.0,66.1086956521739,83.80000000000001,15,12.84021739130435,44.1,0.2826086956521739,25.929508196721308,19.977049180327867,53,36,971.7,54.98360655737705,97.9,14.475409836065575,9999.0,9999.0,0,0,0.0,0.0,0,0,6.0,0.8108108108108109,37,11,1
las lomitas,Formosa,NEA,2025-2026,-24.7075268,-60.5942732,516.5639111982558,-0.14,0,0,2.5,17.019565217391307,12.380434782608695,62,27,8,654.1999999999998,0.0,73.68478260869566,197.1,21,10.276086956521738,31.1,0.13043478260869565,22.809836065573766,17.398360655737704,40,30,781.4,64.14754098360656,135.09999999999997,12.470491803278687,0.0,114.63954518037765,1,5,6.0,0.8108108108108109,1,11,233.0,63.59375,32,32,1
las numancias,Buenos Aires,CENTRO SUR,2024-2025,-37.7233852,-59.1005337,1342.372206456662,0.08,11,0,-3.6,7.940217391304348,4.515217391304348,9,1,0,66.5,-12.900000000000002,74.96739130434783,155.39999999999998,16,16.433695652173913,42.8,0.30434782608695654,13.918032786885245,8.721311475409836,6,1,249.3,67.54098360655738,80.9,15.240983606557378,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,36,0,0
las piedritas,Chaco,NEA,2024-2025,-26.8236989,-61.5657582,360.66181403961156,0.08,0,0,0.6,16.98369565217391,11.959782608695651,58,30,15,658.0,0.0,63.23913043478261,24.8,7,13.18260869565217,43.1,0.2717391304347826,24.291803278688523,18.057377049180328,45,31,871.8,55.85245901639344,134.3,15.093442622950821,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,50,0,0
las piedritas,Chaco,NEA,2025-2026,-26.8236989,-61.5657582,360.66181403961156,-0.14,0,0,0.8,15.788043478260867,10.796739130434782,51,17,4,547.5,0.0,68.71739130434783,100.3,13,11.502173913043478,36.4,0.22826086956521738,21.706557377049176,15.788524590163934,37,22,714.1000000000001,60.39344262295082,140.2,13.640983606557377,19.471154495144763,19.471154495144763,14,33,0.0,0.0,0,0,32.0,4.488888888888889,45,29,1
las rosas,Santa Fe,CENTRO SUR,2024-2025,-32.4756443,-61.5761736,721.6271752234995,0.08,8,0,-3.0,11.927173913043475,7.410869565217392,26,9,3,268.1,-10.2,69.06521739130434,60.7,9,12.442391304347824,39.7,0.29347826086956524,19.268852459016387,13.454098360655736,23,5,565.4,58.09836065573771,75.8,14.029508196721313,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,52,0,0
las rosas,Santa Fe,CENTRO SUR,2025-2026,-32.4756443,-61.5761736,721.6271752234995,-0.14,3,0,-3.1,11.12391304347826,6.856521739130434,17,2,0,178.10000000000002,-5.8,74.98913043478261,203.10000000000002,16,11.589130434782609,45.4,0.33695652173913043,17.15737704918033,11.504918032786884,10,3,441.5,65.70491803278688,109.3,13.526229508196721,25.462411016948028,25.462411016948028,38,96,0.0,0.0,0,0,0.0,0.0,10,0,0
lavalle,Santiago Del Estero,NOA,2024-2025,-25.9337138,-62.7066135,266.4243388671096,0.08,0,0,1.9,17.586956521739133,12.42608695652174,62,28,15,703.8,0.0,57.55434782608695,12.1,5,12.764130434782608,40.4,0.2826086956521739,25.778688524590162,19.486885245901636,53,37,962.4999999999999,47.950819672131146,108.1,14.655737704918034,9999.0,9999.0,0,0,0.0,0.0,0,0,797.0,54.294117647058826,51,21,1
lavalle,Santiago Del Estero,NOA,2025-2026,-25.9337138,-62.7066135,266.4243388671096,-0.14,0,0,1.8,16.118478260869566,11.225,52,19,5,571.9000000000001,0.0,66.40217391304348,44.4,9,10.402173913043478,33.4,0.34782608695652173,23.01147540983607,16.808196721311475,42,25,793.7000000000002,53.08196721311475,68.4,12.324590163934426,0.0,0.0,5,32,797.0,54.294117647058826,1,21,1.0,0.5,18,9,0
leales,Tucumán,NOA,2024-2025,-27.1937478,-65.310329,45.12671091932089,0.08,0,0,0.3,12.564130434782607,7.015217391304349,20,0,0,281.1,0.0,70.43478260869566,19.099999999999998,6,5.641304347826086,22.5,0.0,20.965573770491805,14.845901639344262,29,15,668.9000000000001,62.9344262295082,222.1,6.51639344262295,9999.0,9999.0,0,0,0.0,0.0,0,0,1388.0,185.33333333333331,39,22,1
leales,Tucumán,NOA,2025-2026,-27.1937478,-65.310329,45.12671091932089,-0.14,0,0,0.2,12.793478260869568,7.498913043478261,18,0,0,281.69999999999993,0.0,71.77173913043478,34.7,6,4.642391304347826,21.5,0.0,20.101639344262296,13.581967213114757,23,8,616.2,58.39344262295082,96.1,5.980327868852459,0.0,0.0,33,52,1388.0,185.33333333333331,1,22,1388.0,109.48837209302326,43,26,1
leandro n. alem,Buenos Aires,CENTRO SUR,2024-2025,-34.6029769,-58.3697268,1085.2609641828074,0.08,7,0,-1.4,11.025,7.591304347826087,27,6,2,200.79999999999998,-6.799999999999999,78.30434782608695,231.2,20,14.789130434782608,39.9,0.20652173913043478,17.280327868852456,13.101639344262294,19,7,444.09999999999997,72.85245901639344,94.1,15.47049180327869,9999.0,9999.0,0,0,0.0,0.0,0,0,1.0,0.0892857142857142,56,5,0
leandro n. alem,Buenos Aires,CENTRO SUR,2025-2026,-34.6029769,-58.3697268,1085.2609641828074,-0.14,1,0,-0.3,11.468478260869563,8.229347826086956,24,1,0,181.9,-0.3,73.79347826086956,189.39999999999998,13,10.746739130434781,33.5,0.2717391304347826,17.14098360655738,13.157377049180328,16,7,437.5,63.90163934426229,189.50000000000003,12.04098360655738,98.8380414920606,169.28500115579106,2,11,1.0,0.0892857142857142,0,5,0.0,0.0,50,0,0
lecueder,Córdoba,CENTRO SUR,2024-2025,-34.4955295,-64.8096741,856.5156182549582,0.08,13,0,-3.3,9.317391304347826,4.360869565217391,4,0,0,99.4,-24.6,66.3804347826087,39.199999999999996,11,10.167391304347829,27.5,0.2391304347826087,18.144262295081965,11.557377049180326,15,3,496.8,50.73770491803279,110.80000000000001,12.847540983606557,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,51,0,0
lecueder,Córdoba,CENTRO SUR,2025-2026,-34.4955295,-64.8096741,856.5156182549582,-0.14,10,0,-4.1,9.933695652173913,4.693478260869566,5,0,0,112.30000000000001,-18.099999999999998,65.30434782608695,95.10000000000001,11,11.27282608695652,33.4,0.391304347826087,17.270491803278688,10.819672131147541,9,1,449.0,53.08196721311475,103.39999999999999,15.027868852459017,19.913621326514516,127.48450892725906,6,19,0.0,0.0,0,0,0.0,0.0,34,0,0
lilo viejo,Santiago Del Estero,NEA,2024-2025,-26.9368803,-62.9504737,223.6483829230618,0.08,0,0,1.2,16.786956521739132,11.682608695652174,60,22,12,636.9999999999999,0.0,57.73913043478261,14.8,4,12.954347826086956,40.9,0.2391304347826087,24.89672131147541,18.683606557377058,49,35,908.7,49.47540983606557,93.9,14.872131147540982,9999.0,9999.0,0,0,0.0,0.0,0,0,850.0,45.52173913043478,46,14,1
lilo viejo,Santiago Del Estero,NEA,2025-2026,-26.9368803,-62.9504737,223.6483829230618,-0.14,0,0,1.5,15.505434782608695,10.700000000000001,49,13,4,517.6,0.0,67.19565217391305,63.599999999999994,13,11.088043478260868,32.7,0.2391304347826087,22.41803278688524,16.218032786885246,37,23,757.4999999999999,54.22950819672131,92.5,13.463934426229509,0.0,0.0,8,53,850.0,45.52173913043478,1,14,850.0,59.18421052631579,38,13,1
llambi,Santa Fe,NEA,2024-2025,-31.1853754,-60.7509283,651.7906254376178,0.08,4,0,-1.4,13.253260869565214,8.960869565217392,37,11,4,363.8,-2.7,72.82608695652173,71.6,11,12.258695652173913,35.2,0.22826086956521738,20.76885245901639,14.718032786885246,28,11,656.9,58.950819672131146,111.89999999999999,14.127868852459015,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,6,0,0
llambi campbell,Santa Fe,NEA,2024-2025,-31.1863587,-60.745736,652.2059396539747,0.08,4,0,-1.4,13.253260869565214,8.960869565217392,37,11,4,363.8,-2.7,72.82608695652173,71.6,11,12.258695652173913,35.2,0.22826086956521738,20.76885245901639,14.718032786885246,28,11,656.9,58.950819672131146,111.89999999999999,14.127868852459015,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0
llambí campbell,Santa Fe,NEA,2024-2025,-31.1863587,-60.745736,652.2059396539747,0.08,4,0,-1.4,13.253260869565214,8.960869565217392,37,11,4,363.8,-2.7,72.82608695652173,71.6,11,12.258695652173913,35.2,0.22826086956521738,20.76885245901639,14.718032786885246,28,11,656.9,58.950819672131146,111.89999999999999,14.127868852459015,9999.0,9999.0,0,0,0.0,0.0,0,0,10.0,2.083333333333333,36,12,1
logroño,Santa Fe,CENTRO NORTE,2024-2025,-29.5038105,-61.6961816,456.448187158665,0.08,2,0,-0.6,14.867391304347828,10.340217391304348,51,19,9,484.9,-0.8,66.02173913043478,21.2,5,11.830434782608695,34.9,0.1956521739130435,22.54590163934426,16.43934426229508,40,23,765.3,54.32786885245902,67.5,13.701639344262292,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0
logroño,Santa Fe,NEA,2024-2025,-29.5038105,-61.6961816,456.448187158665,0.08,2,0,-0.6,14.867391304347828,10.340217391304348,51,19,9,484.9,-0.8,66.02173913043478,21.2,5,11.830434782608695,34.9,0.1956521739130435,22.54590163934426,16.43934426229508,40,23,765.3,54.32786885245902,67.5,13.701639344262292,9999.0,9999.0,0,0,0.0,0.0,0,0,3217.0,212.69135802469137,81,26,1
logroño,Santa Fe,NEA,2025-2026,-29.5038105,-61.6961816,456.448187158665,-0.14,1,0,-0.6,13.847826086956522,9.10108695652174,35,7,2,378.6,-0.6,70.32608695652173,167.5,18,12.395652173913044,34.8,0.22826086956521738,20.306557377049177,14.391803278688524,26,14,628.9999999999999,59.01639344262295,105.80000000000001,14.616393442622952,0.0,0.0,8,35,3217.0,106.34567901234568,1,26,3217.0,76.56,50,24,1
los altos,Catamarca,NOA,2024-2025,-28.0468719,-65.4997332,141.76667414541572,0.08,3,0,-2.0,11.468478260869563,6.290217391304347,18,0,0,206.70000000000005,-4.4,67.96739130434783,33.6,6,5.317391304347825,25.8,0.09782608695652174,19.845901639344266,13.857377049180327,23,12,600.6000000000001,58.80327868852459,152.39999999999998,6.311475409836066,9999.0,9999.0,0,0,0.0,0.0,0,0,256.0,21.385964912280706,57,27,1
los altos,Catamarca,NOA,2025-2026,-28.0468719,-65.4997332,141.76667414541572,-0.14,1,0,-0.9,11.547826086956523,6.7749999999999995,8,0,0,188.10000000000002,-0.9,70.3804347826087,43.3,14,5.313043478260869,43.7,0.1956521739130435,18.8672131147541,13.047540983606558,19,6,541.1999999999998,55.278688524590166,68.2,6.824590163934427,0.0,0.0,14,40,256.0,21.385964912280706,1,27,1043.0,176.52,50,41,1
los frentones,Chaco,NEA,2024-2025,-26.4088995,-61.4131341,378.9844503356617,0.08,0,0,0.7,17.208695652173912,12.320652173913043,58,31,15,677.4999999999999,0.0,64.92391304347827,42.2,8,12.27717391304348,37.6,0.2391304347826087,24.290163934426236,18.19672131147541,47,31,871.7,57.967213114754095,109.0,13.781967213114754,9999.0,9999.0,0,0,0.0,0.0,0,0,126.0,8.411764705882353,68,29,1
los juries,Santiago Del Estero,NEA,2024-2025,-28.4633987,-62.1100222,356.1669701316446,0.08,0,0,0.3,15.964130434782607,11.147826086956524,54,22,9,571.3,0.0,61.358695652173914,11.5,3,13.821739130434784,40.1,0.17391304347826086,23.345901639344266,17.29672131147541,43,25,814.1,54.59016393442623,200.5,15.955737704918032,9999.0,9999.0,0,0,0.0,0.0,0,0,880.0,92.7816091954023,87,39,1
los juries,Santiago Del Estero,NEA,2025-2026,-28.4633987,-62.1100222,356.1669701316446,-0.14,0,0,0.9,14.69130434782609,9.834782608695651,46,9,3,447.8999999999999,0.0,68.45652173913044,125.4,15,12.044565217391304,36.3,0.1956521739130435,21.191803278688525,15.18360655737705,30,19,682.6999999999998,57.622950819672134,75.5,14.427868852459017,0.0,0.0,13,30,880.0,92.7816091954023,1,39,957.0,75.1063829787234,47,28,1
los molles,San Luis,CENTRO SUR,2024-2025,-32.4388986,-65.0097867,627.2860227954352,0.08,6,0,-1.6,10.208695652173915,5.713043478260869,9,0,0,147.2,-4.4,54.91304347826087,12.5,5,6.5271739130434785,21.8,0.3804347826086957,18.388524590163936,12.688524590163933,15,3,511.7,47.131147540983605,74.3,8.944262295081968,9999.0,9999.0,0,0,0.0,0.0,0,0,4.0,2.5,2,2,0
los molles,San Luís,CENTRO SUR,2024-2025,-32.4388986,-65.0097867,627.2860227954352,0.08,6,0,-1.6,10.208695652173915,5.713043478260869,9,0,0,147.2,-4.4,54.91304347826087,12.5,5,6.5271739130434785,21.8,0.3804347826086957,18.388524590163936,12.688524590163933,15,3,511.7,47.131147540983605,74.3,8.944262295081968,9999.0,9999.0,0,0,0.0,0.0,0,0,823.0,25.05172413793104,58,25,1
los molles,San Luís,CENTRO SUR,2025-2026,-32.4388986,-65.0097867,627.2860227954352,-0.14,4,0,-4.4,9.809782608695654,5.986956521739131,7,0,0,97.69999999999999,-8.8,59.05434782608695,67.5,6,5.922826086956523,31.9,0.532608695652174,16.35573770491803,10.778688524590164,12,0,394.7999999999999,50.73770491803279,39.0,9.30983606557377,0.0,0.0,10,43,823.0,25.05172413793104,1,25,823.0,216.22222222222223,9,8,1
los pereyra,Tucumán,NOA,2024-2025,-26.9462385,-64.8820143,35.48509013759683,0.08,0,0,0.3,13.307608695652174,7.693478260869565,27,2,0,338.9,0.0,65.25,8.0,1,8.027173913043478,25.2,0.18478260869565216,21.99836065573771,15.654098360655736,36,17,731.9000000000002,55.721311475409834,114.10000000000001,9.76393442622951,9999.0,9999.0,0,0,0.0,0.0,0,0,996.0,99.48076923076924,52,37,1
los pereyra,Tucumán,NOA,2025-2026,-26.9462385,-64.8820143,35.48509013759683,-0.14,0,0,0.8,13.420652173913046,7.96086956521739,26,0,0,331.4,0.0,67.92391304347827,43.89999999999999,5,8.114130434782608,34.5,0.18478260869565216,21.581967213114755,15.062295081967214,30,14,706.5,48.77049180327869,61.699999999999996,11.624590163934426,0.0,0.0,35,58,996.0,99.48076923076924,1,37,996.0,97.59183673469389,49,39,1
los puestos,Tucumán,NOA,2024-2025,-27.2808347,-65.0175023,56.43880646026563,0.08,0,0,0.2,13.40978260869565,7.726086956521739,30,1,0,348.6,0.0,65.43478260869566,16.599999999999998,3,6.846739130434783,26.2,0.18478260869565216,22.039344262295085,15.567213114754098,35,19,734.4,56.704918032786885,114.80000000000001,8.314754098360655,9999.0,9999.0,0,0,0.0,0.0,0,0,169.0,17.228070175438596,57,27,1
los puestos,Tucumán,NOA,2025-2026,-27.2808347,-65.0175023,56.43880646026563,-0.14,0,0,0.5,12.994565217391305,7.639130434782608,20,0,0,295.29999999999995,0.0,72.1304347826087,35.2,6,5.761956521739131,35.2,0.2608695652173913,21.072131147540976,14.681967213114755,30,12,675.4000000000001,53.459016393442624,81.30000000000003,8.678688524590166,0.0,0.0,35,52,169.0,17.228070175438596,1,27,520.0,27.272727272727277,44,18,1
los toldos,Buenos Aires,CENTRO SUR,2024-2025,-35.0002026,-61.0384006,994.2349770918088,0.08,13,0,-3.5,10.132608695652175,5.646739130434782,13,3,2,165.39999999999998,-27.5,70.97826086956522,90.39999999999999,14,12.475,34.6,0.34782608695652173,17.826229508196718,11.852459016393444,13,6,477.8,58.557377049180324,132.2,13.673770491803277,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,57,0,0
los toldos,Buenos Aires,CENTRO SUR,2025-2026,-35.0002026,-61.0384006,994.2349770918088,-0.14,4,0,-4.0,10.121739130434785,5.7771739130434785,13,0,0,118.2,-7.9,73.71739130434783,318.8,17,11.579347826086956,36.2,0.43478260869565216,15.781967213114754,10.498360655737704,8,1,360.99999999999994,66.73770491803279,258.90000000000003,13.078688524590163,93.61259438620561,163.3263048731529,3,23,0.0,0.0,0,0,0.0,0.0,47,0,0
lujan,Buenos Aires,CENTRO SUR,2024-2025,-34.5661734,-59.1152598,1040.7490190015694,0.08,9,0,-3.8,10.674999999999999,6.441304347826088,17,5,2,192.50000000000003,-19.799999999999997,75.16304347826087,152.29999999999998,13,12.67608695652174,35.4,0.2717391304347826,17.47049180327869,11.94590163934426,11,4,455.7,66.21311475409836,76.3,13.213114754098356,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,9,0,0
