localidad,provincia,region,temporada,lat,lon,dist_zona_endemica_km,oni_invierno,heladas_count,heladas_severas_count,temp_min_abs,temp_media_invierno,temp_min_media_invierno,dias_tmin_gt_10,dias_tmin_gt_15,dias_tmin_gt_18,gdd_base10,gdd_base0_negativo,rh_mean_invierno,precip_total_invierno,dias_con_lluvia,wind_mean_invierno,wind_max_invierno,wind_norte_ratio,temp_media_primavera,temp_min_media_primavera,dias_tmin_gt_15_primavera,dias_tmin_gt_18_primavera,gdd_base10_primavera,rh_mean_primavera,precip_total_primavera,wind_mean_primavera,dist_nearest_outbreak_km,dist_nearest_high_outbreak_km,n_outbreaks_within_100km,n_outbreaks_within_200km,prev_max_capturas,prev_mean_capturas,prev_target,prev_n_detecciones,max_capturas,mean_capturas,n_lecturas,n_detecciones,target
colonia tirolesa,Córdoba,CENTRO NORTE,2024-2025,-31.2372536,-64.0666039,505.54660872314565,0.08,9,0,-3.0,10.872826086956522,5.778260869565218,11,2,1,186.0,-13.3,64.16304347826087,19.6,6,10.257608695652173,27.3,0.5,18.772131147540982,12.896721311475408,21,4,535.1,54.278688524590166,183.0,11.60983606557377,9999.0,9999.0,0,0,0.0,0.0,0,0,362.0,28.37037037037037,54,24,1
colonia tirolesa,Córdoba,CENTRO NORTE,2025-2026,-31.2372536,-64.0666039,505.54660872314565,-0.14,3,0,-2.8,11.041304347826088,6.0826086956521745,10,0,0,159.20000000000002,-4.1,65.02173913043478,142.0,11,12.047826086956523,39.7,0.5,17.62295081967213,11.496721311475413,14,3,471.0,55.50819672131148,58.30000000000001,14.122950819672129,0.0,0.0,23,50,362.0,28.37037037037037,1,24,362.0,25.64,50,21,1
colón,Buenos Aires,CENTRO SUR,2024-2025,-33.8969428,-61.0993135,881.5701158265821,0.08,9,0,-3.5,10.85108695652174,6.3097826086956506,18,4,3,207.20000000000002,-21.8,71.1413043478261,94.2,14,12.86304347826087,35.5,0.32608695652173914,18.214754098360654,12.37704918032787,14,5,501.20000000000005,60.34426229508197,96.1,14.2,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,57,0,0
colón,Buenos Aires,CENTRO SUR,2025-2026,-33.8969428,-61.0993135,881.5701158265821,-0.14,3,0,-3.0,10.341304347826087,6.122826086956523,16,0,0,135.70000000000002,-5.7,76.33695652173913,232.10000000000002,15,11.673913043478258,37.8,0.391304347826087,16.02622950819672,10.73606557377049,8,3,376.6,69.1311475409836,213.60000000000002,13.616393442622952,20.996933717158292,43.958016445530525,18,52,0.0,0.0,0,0,0.0,0.0,24,0,0
colón,Córdoba,CENTRO NORTE,2024-2025,-31.4368519,-64.1548087,525.4857977058066,0.08,10,0,-3.0,10.831521739130435,5.533695652173913,11,2,0,180.69999999999996,-13.7,64.42391304347827,12.700000000000001,5,9.028260869565218,27.4,0.44565217391304346,19.003278688524592,12.750819672131149,22,4,549.1999999999999,54.08196721311475,142.9,10.572131147540984,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0
comandante fontana,Formosa,NEA,2024-2025,-25.3335851,-59.6848511,574.4390851687992,0.08,0,0,1.9,18.27934782608696,13.88478260869565,61,43,26,771.5999999999998,0.0,70.78260869565217,103.5,18,11.963043478260868,37.2,0.2391304347826087,24.652459016393447,18.983606557377048,50,32,893.8,62.14754098360656,142.89999999999998,13.224590163934424,9999.0,9999.0,0,0,0.0,0.0,0,0,891.0,79.04444444444445,45,26,1
comandante fontana,Formosa,NEA,2025-2026,-25.3335851,-59.6848511,574.4390851687992,-0.14,0,0,2.0,16.841304347826085,11.882608695652175,59,20,7,639.7,0.0,73.91304347826087,274.6,19,9.77608695652174,29.4,0.11956521739130435,22.277049180327868,16.8672131147541,37,27,748.9000000000001,66.31147540983606,263.09999999999997,11.483606557377051,0.0,0.0,2,12,891.0,79.04444444444445,1,26,1597.0,375.6666666666667,42,41,1
concepcion del bermejo,Chaco,NEA,2024-2025,-26.6003306,-60.9463769,423.11029950202044,0.08,0,0,1.2,17.410869565217393,12.747826086956524,59,36,18,693.6000000000001,0.0,64.93478260869566,79.1,8,12.982608695652175,39.6,0.1956521739130435,23.827868852459016,17.95737704918033,44,31,843.5000000000001,60.704918032786885,96.7,14.349180327868856,9999.0,9999.0,0,0,0.0,0.0,0,0,30.0,3.3777777777777778,45,21,1
concepcion del bermejo,Chaco,NEA,2025-2026,-26.6003306,-60.9463769,423.11029950202044,-0.14,0,0,0.7,15.923913043478258,10.892391304347827,54,16,4,561.3,0.0,70.56521739130434,114.19999999999997,14,11.041304347826086,33.8,0.14130434782608695,21.485245901639342,15.803278688524594,35,21,700.6,63.47540983606557,202.9,13.01311475409836,0.0,25.295206194554094,14,33,30.0,3.3777777777777778,1,21,210.0,30.457142857142856,35,32,1
concepción del bermejo,Chaco,NEA,2024-2025,-26.6003306,-60.9463769,423.11029950202044,0.08,0,0,1.2,17.410869565217393,12.747826086956524,59,36,18,693.6000000000001,0.0,64.93478260869566,79.1,8,12.982608695652175,39.6,0.1956521739130435,23.827868852459016,17.95737704918033,44,31,843.5000000000001,60.704918032786885,96.7,14.349180327868856,9999.0,9999.0,0,0,0.0,0.0,0,0,47.0,18.0,9,6,1
concepción del bermejo,Chaco,NEA,2025-2026,-26.6003306,-60.9463769,423.11029950202044,-0.14,0,0,0.7,15.923913043478258,10.892391304347827,54,16,4,561.3,0.0,70.56521739130434,114.19999999999997,14,11.041304347826086,33.8,0.14130434782608695,21.485245901639342,15.803278688524594,35,21,700.6,63.47540983606557,202.9,13.01311475409836,0.0,25.295206194554094,14,33,47.0,18.0,1,6,108.0,48.333333333333336,3,3,1
concepción del uruguay,Entre Ríos,LITORAL,2024-2025,-32.4851849,-58.2320232,923.1640676250676,0.08,4,0,-1.5,12.602173913043481,8.626086956521737,39,11,4,320.59999999999997,-3.6,78.70652173913044,172.20000000000002,15,12.555434782608694,38.5,0.22826086956521738,18.060655737704923,13.124590163934425,19,5,491.7,75.1311475409836,176.70000000000002,12.849180327868854,9999.0,9999.0,0,0,0.0,0.0,0,0,52.0,8.777777777777779,54,35,1
concepción del uruguay,Entre Ríos,LITORAL,2025-2026,-32.4851849,-58.2320232,923.1640676250676,-0.14,2,0,-1.8,11.382608695652175,7.071739130434783,17,1,1,187.20000000000005,-2.4,78.30434782608695,220.7,17,10.516304347826088,29.4,0.30434782608695654,17.31639344262295,11.965573770491805,12,1,449.50000000000006,69.1311475409836,194.69999999999996,12.08032786885246,0.0,4.620753943274273,6,15,52.0,8.777777777777779,1,35,437.0,78.97777777777777,45,19,1
conesa,Buenos Aires,CENTRO SUR,2024-2025,-33.5957269,-60.3558532,887.2407448392964,0.08,9,0,-3.5,11.208695652173915,6.831521739130435,20,7,3,228.29999999999995,-18.6,73.17391304347827,156.0,14,12.702173913043476,39.7,0.2391304347826087,18.28688524590164,12.637704918032787,15,5,505.5,63.57377049180328,83.4,13.795081967213116,9999.0,9999.0,0,0,0.0,0.0,0,0,27.0,2.693877551020408,49,18,1
conesa,Buenos Aires,CENTRO SUR,2025-2026,-33.5957269,-60.3558532,887.2407448392964,-0.14,4,0,-3.6,10.580434782608698,6.290217391304347,13,1,0,148.9,-5.999999999999999,77.51086956521739,213.59999999999997,15,11.36413043478261,35.7,0.33695652173913043,16.331147540983604,10.99016393442623,11,3,393.8,69.14754098360656,141.9,13.034426229508197,0.0,55.401008617241914,26,60,27.0,2.693877551020408,1,18,27.0,1.3404255319148937,47,7,1
constancia,,URUGUAY,2024-2025,-32.2039074,-58.0058847,919.204852225153,0.08,4,0,-2.6,13.042391304347829,8.882608695652173,39,12,5,357.0999999999999,-7.4,77.32608695652173,117.3,15,12.967391304347828,38.0,0.2391304347826087,18.044262295081968,13.021311475409837,19,6,490.7,76.18032786885246,177.20000000000002,13.070491803278687,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,5,0,0
constancia,Uruguay,URUGUAY,2024-2025,-32.2039074,-58.0058847,919.204852225153,0.08,4,0,-2.6,13.042391304347829,8.882608695652173,39,12,5,357.0999999999999,-7.4,77.32608695652173,117.3,15,12.967391304347828,38.0,0.2391304347826087,18.044262295081968,13.021311475409837,19,6,490.7,76.18032786885246,177.20000000000002,13.070491803278687,9999.0,9999.0,0,0,0.0,0.0,0,0,4.0,0.5185185185185185,27,6,0
coronel baigorria,Córdoba,CENTRO SUR,2024-2025,-32.8476673,-64.3611585,677.3123133496744,0.08,7,0,-2.3,9.727173913043478,5.240217391304348,8,2,0,119.39999999999999,-12.299999999999999,65.53260869565217,31.900000000000002,9,10.927173913043477,29.3,0.5217391304347826,17.767213114754096,12.134426229508193,13,2,473.8,53.09836065573771,163.1,13.424590163934425,9999.0,9999.0,0,0,0.0,0.0,0,0,37.0,3.581818181818182,55,8,1
coronel baigorria,Córdoba,CENTRO SUR,2025-2026,-32.8476673,-64.3611585,677.3123133496744,-0.14,3,0,-3.1,10.178260869565218,5.73913043478261,8,0,0,114.6,-5.8,64.97826086956522,130.4,13,13.447826086956525,39.9,0.5652173913043478,16.495081967213114,10.73934426229508,6,0,405.5,56.85245901639344,92.0,16.69344262295082,0.0,40.4058553564582,16,47,37.0,3.581818181818182,1,8,18.0,1.574468085106383,47,15,1
coronel dorrego,Buenos Aires,CENTRO SUR,2024-2025,-38.7187129,-61.288505,1374.446569033,0.08,7,0,-2.2,8.632608695652173,4.874999999999999,10,0,0,88.69999999999999,-6.1,68.65217391304348,125.80000000000001,13,17.45108695652174,40.8,0.3695652173913043,15.272131147540984,9.965573770491803,5,3,324.40000000000003,57.60655737704918,57.599999999999994,17.32786885245902,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,56,0,0
coronel dorrego,Buenos Aires,CENTRO SUR,2025-2026,-38.7187129,-61.288505,1374.446569033,-0.14,5,0,-2.7,9.122826086956522,5.282608695652174,6,0,0,82.6,-6.3,68.67391304347827,90.1,17,15.91413043478261,42.8,0.41304347826086957,13.49672131147541,8.683606557377049,3,0,235.29999999999998,68.29508196721312,196.6,17.099999999999998,157.7304763963182,556.1127694669369,0,1,0.0,0.0,0,0,0.0,0.0,41,0,0
coronel moldes,Córdoba,CENTRO SUR,2024-2025,-33.620793,-64.5918428,760.6803463875128,0.08,9,0,-1.8,9.93804347826087,5.335869565217391,6,0,0,124.3,-7.4,66.06521739130434,18.5,5,10.377173913043478,28.7,0.43478260869565216,18.26229508196721,12.396721311475407,17,3,504.00000000000006,53.16393442622951,174.1,12.670491803278688,9999.0,9999.0,0,0,0.0,0.0,0,0,18.0,2.4833333333333334,60,18,1
coronel moldes,Córdoba,CENTRO SUR,2025-2026,-33.620793,-64.5918428,760.6803463875128,-0.14,6,0,-3.2,10.147826086956524,5.2576086956521735,7,0,0,118.0,-10.3,66.3804347826087,112.30000000000001,16,12.427173913043477,32.7,0.45652173913043476,17.009836065573772,10.818032786885245,9,1,434.2,56.32786885245902,104.10000000000001,16.288524590163934,0.0,48.35909798474553,14,33,18.0,2.4833333333333334,1,18,18.0,2.4390243902439024,41,14,1
coronel suarez,Buenos Aires,CENTRO SUR,2024-2025,-37.4585755,-61.9329038,1224.2112756016877,0.08,22,0,-3.7,7.479347826086956,3.1978260869565216,5,0,0,52.099999999999994,-38.7,71.92391304347827,83.1,14,13.082608695652173,41.0,0.33695652173913043,14.562295081967212,8.655737704918034,3,1,285.0,60.77049180327869,103.1,13.011475409836065,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,56,0,0
coronel suarez,Buenos Aires,CENTRO SUR,2025-2026,-37.4585755,-61.9329038,1224.2112756016877,-0.14,8,0,-4.2,7.869565217391303,3.5706521739130435,2,0,0,41.60000000000001,-17.200000000000003,73.03260869565217,97.5,11,12.546739130434782,43.2,0.34782608695652173,13.30327868852459,7.891803278688525,0,0,225.7,67.0327868852459,183.20000000000002,14.201639344262299,44.3903226731865,412.66284873921387,1,2,0.0,0.0,0,0,0.0,0.0,50,0,0
corral de bustos,Córdoba,CENTRO SUR,2024-2025,-33.2832106,-62.1863973,776.9550572600542,0.08,11,0,-3.7,10.998913043478263,6.31195652173913,17,6,3,211.89999999999998,-20.9,69.52173913043478,46.0,7,11.932608695652174,39.0,0.3804347826086957,18.6016393442623,12.695081967213117,17,5,524.6999999999999,57.32786885245902,149.1,13.544262295081966,9999.0,9999.0,0,0,0.0,0.0,0,0,46.0,3.9272727272727272,55,9,1
corral de bustos,Córdoba,CENTRO SUR,2025-2026,-33.2832106,-62.1863973,776.9550572600542,-0.14,4,0,-3.4,10.657608695652174,6.333695652173913,14,1,0,147.70000000000002,-6.0,73.68478260869566,229.2,15,11.898913043478261,39.6,0.391304347826087,16.645901639344263,10.975409836065573,9,3,412.40000000000003,65.72131147540983,182.8,14.090163934426227,0.0,55.46729936487005,13,75,46.0,3.9272727272727272,1,9,20.0,2.823529411764706,17,6,1
corralito,Córdoba,CENTRO NORTE,2024-2025,-32.0236774,-64.192075,588.9833645972892,0.08,8,0,-3.3,10.380434782608695,5.295652173913043,9,2,0,154.39999999999998,-14.8,63.75,21.9,6,10.622826086956522,29.1,0.5,18.563934426229505,12.37704918032787,16,2,522.4,52.31147540983606,240.39999999999998,12.136065573770491,9999.0,9999.0,0,0,0.0,0.0,0,0,360.0,37.67272727272727,55,27,1
corralito,Córdoba,CENTRO NORTE,2025-2026,-32.0236774,-64.192075,588.9833645972892,-0.14,3,0,-3.2,10.33695652173913,5.555434782608695,7,0,0,118.8,-5.800000000000001,66.6195652173913,153.9,9,12.129347826086954,38.9,0.5,16.904918032786885,10.701639344262292,9,1,428.20000000000005,57.26229508196721,59.2,14.291803278688525,0.0,0.0,19,54,360.0,37.67272727272727,1,27,360.0,26.425531914893615,47,29,1
corrientes,Corrientes,LITORAL,2024-2025,-27.5246618,-58.7662564,641.5064685318738,0.08,0,0,2.1,17.12717391304348,13.466304347826085,62,42,20,667.9,0.0,74.1086956521739,151.89999999999998,14,14.041304347826086,41.1,0.22826086956521738,22.113114754098362,17.603278688524593,43,27,738.9,72.62295081967213,269.6,14.45737704918033,9999.0,9999.0,0,0,0.0,0.0,0,0,212.0,42.28813559322034,59,38,1
corrientes,Corrientes,LITORAL,2025-2026,-27.5246618,-58.7662564,641.5064685318738,-0.14,0,0,1.5,15.468478260869567,11.360869565217392,58,17,5,517.5,0.0,76.52173913043478,362.4,22,10.703260869565218,31.0,0.10869565217391304,20.321311475409836,16.018032786885247,36,21,629.6000000000001,72.47540983606558,351.09999999999997,12.170491803278688,0.0,0.0,5,16,212.0,42.28813559322034,1,38,89.0,17.833333333333332,48,30,1
crespo,Entre Ríos,LITORAL,2024-2025,-32.0307826,-60.3062469,750.0979512459002,0.08,5,0,-2.0,12.28804347826087,8.27391304347826,32,10,4,303.0,-6.6,74.80434782608695,127.80000000000001,13,13.255434782608695,39.2,0.2391304347826087,19.159016393442624,13.704918032786885,25,7,558.7000000000002,63.63934426229508,101.39999999999999,14.6672131147541,9999.0,9999.0,0,0,0.0,0.0,0,0,34.0,6.8,5,1,1
crespo,Entre Ríos,LITORAL,2025-2026,-32.0307826,-60.3062469,750.0979512459002,-0.14,3,0,-2.7,11.492391304347825,7.206521739130435,19,3,0,205.0,-5.5,76.69565217391305,243.99999999999997,17,12.10217391304348,34.8,0.32608695652173914,17.36229508196721,11.965573770491805,14,5,454.4,66.78688524590164,104.8,13.631147540983605,0.0,21.895017827135764,28,87,34.0,6.8,1,1,4.0,0.2127659574468085,47,3,0
crispi,Santa Fe,CENTRO NORTE,2024-2025,-31.7398619,-62.037608,629.0399278045455,0.08,8,0,-2.7,12.576086956521738,7.95108695652174,27,9,3,312.2,-6.6000000000000005,67.19565217391305,65.60000000000001,8,12.547826086956517,35.4,0.30434782608695654,20.00983606557377,14.091803278688525,25,10,610.6,55.90163934426229,112.1,14.309836065573773,9999.0,9999.0,0,0,0.0,0.0,0,0,646.0,56.61538461538461,52,19,1
crispi,Santa Fe,CENTRO NORTE,2025-2026,-31.7398619,-62.037608,629.0399278045455,-0.14,3,0,-2.5,11.77934782608696,7.283695652173913,21,3,0,219.79999999999998,-4.6,72.54347826086956,219.4,16,11.88804347826087,41.7,0.3804347826086957,18.19672131147541,12.265573770491804,15,6,503.3,60.91803278688525,148.0,14.231147540983606,0.0,0.0,25,98,646.0,56.61538461538461,1,19,646.0,28.38095238095238,42,16,1
cuatro bocas,Santiago Del Estero,NEA,2024-2025,-28.8642078,-61.8575993,400.84401911036593,0.08,1,0,-0.2,15.522826086956524,10.772826086956522,51,19,9,536.6,-0.2,63.41304347826087,18.299999999999997,5,13.496739130434783,39.9,0.1956521739130435,22.64426229508197,16.732786885245904,40,24,771.3,56.721311475409834,166.7,15.485245901639344,9999.0,9999.0,0,0,0.0,0.0,0,0,495.0,43.0,37,13,1
cuatro bocas,Santiago Del Estero,NEA,2025-2026,-28.8642078,-61.8575993,400.84401911036593,-0.14,1,0,-0.1,14.307608695652174,9.439130434782609,41,7,2,417.90000000000003,-0.1,69.08695652173913,143.29999999999998,16,12.527173913043478,36.2,0.1956521739130435,20.714754098360658,14.785245901639346,27,17,653.6,58.49180327868852,80.19999999999999,14.691803278688523,0.0,0.0,8,29,495.0,43.0,1,13,25.0,0.925925925925926,27,1,1
cuatro vientos,Córdoba,CENTRO SUR,2024-2025,-33.0720427,-64.5785213,699.9805937640728,0.08,11,0,-3.2,9.177173913043477,4.449999999999999,3,0,0,96.3,-15.299999999999999,66.58695652173913,29.5,9,10.609782608695653,28.5,0.5,17.30655737704918,11.4327868852459,12,2,445.7,54.83606557377049,259.4,13.021311475409835,9999.0,9999.0,0,0,0.0,0.0,0,0,25.0,5.566666666666666,60,39,1
cuatro vientos,Córdoba,CENTRO SUR,2025-2026,-33.0720427,-64.5785213,699.9805937640728,-0.14,7,0,-3.6,9.559782608695652,4.752173913043479,5,0,0,89.39999999999999,-12.500000000000002,66.58695652173913,122.5,14,12.894565217391301,39.2,0.5108695652173914,16.036065573770493,9.908196721311477,6,0,380.00000000000006,57.557377049180324,94.8,16.534426229508195,0.0,19.772532647279057,16,42,25.0,5.566666666666666,1,39,25.0,1.6595744680851063,47,16,1
cura malal,Buenos Aires,CENTRO SUR,2024-2025,-37.4838787,-62.1044832,1222.9989373584758,0.08,21,0,-3.5,7.4913043478260875,3.1706521739130427,5,0,0,52.599999999999994,-37.9,71.69565217391305,77.99999999999999,12,13.041304347826088,41.8,0.30434782608695654,14.649180327868851,8.668852459016394,3,1,289.4,59.868852459016395,96.8,12.911475409836067,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,54,0,0
cura malal,Buenos Aires,CENTRO SUR,2025-2026,-37.4838787,-62.1044832,1222.9989373584758,-0.14,10,0,-5.6,7.771739130434782,3.356521739130435,2,0,0,40.39999999999999,-19.599999999999998,73.1304347826087,84.5,10,12.24021739130435,46.8,0.32608695652173914,13.28360655737705,7.772131147540983,0,0,224.39999999999998,67.0327868852459,167.70000000000002,14.101639344262294,29.399478179668087,415.6482849057304,1,2,0.0,0.0,0,0,0.0,0.0,50,0,0
daireaux,Buenos Aires,CENTRO SUR,2024-2025,-36.6034232,-61.7477079,1137.716411515553,0.08,17,0,-3.5,8.646739130434783,4.229347826086956,8,1,0,87.5,-32.7,71.8695652173913,70.7,10,12.186956521739129,33.4,0.3804347826086957,16.12131147540984,10.19672131147541,7,4,374.29999999999995,59.78688524590164,110.5,13.080327868852462,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,55,0,0
daireaux,Buenos Aires,CENTRO SUR,2025-2026,-36.6034232,-61.7477079,1137.716411515553,-0.14,5,0,-4.4,9.128260869565217,4.728260869565218,5,0,0,79.19999999999999,-9.6,71.59782608695652,110.7,13,11.924999999999999,35.8,0.40217391304347827,14.924590163934425,9.291803278688523,3,0,312.3,64.8360655737705,266.7,13.872131147540982,99.2054176245054,318.19073831110916,1,4,0.0,0.0,0,0,0.0,0.0,11,0,0
de isletas,Entre Ríos,LITORAL,2024-2025,-32.1779796,-60.1970273,769.2332008311898,0.08,7,0,-3.0,12.040217391304349,7.885869565217389,31,10,4,286.8,-11.5,75.29347826086956,108.9,13,12.877173913043478,38.7,0.2391304347826087,18.82622950819672,13.298360655737707,23,6,538.4,65.11475409836065,112.39999999999999,14.037704918032784,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,3,0,0
desvío la paloma,Santiago Del Estero,NEA,2024-2025,-27.564955,-61.8532774,341.77754205597256,0.08,0,0,0.3,16.50217391304348,11.549999999999997,57,25,11,617.0000000000001,0.0,61.40217391304348,12.299999999999999,5,12.731521739130434,40.6,0.17391304347826086,23.750819672131144,17.54754098360656,41,26,838.8,55.21311475409836,145.99999999999997,14.727868852459016,9999.0,9999.0,0,0,0.0,0.0,0,0,121.0,21.5,36,12,1
desvío la paloma,Santiago Del Estero,NEA,2025-2026,-27.564955,-61.8532774,341.77754205597256,-0.14,0,0,0.3,15.068478260869565,10.248913043478261,48,12,3,482.70000000000005,0.0,69.19565217391305,193.30000000000004,14,11.780434782608697,39.4,0.17391304347826086,21.21803278688525,15.326229508196723,33,18,684.3000000000001,59.622950819672134,164.39999999999998,13.926229508196723,0.0,0.0,16,36,121.0,21.5,1,12,87.0,7.6875,32,9,1
devoto,Córdoba,CENTRO NORTE,2024-2025,-31.4015972,-62.3060014,583.767471519647,0.08,7,0,-2.7,12.77826086956522,8.017391304347823,30,8,3,321.7,-5.5,66.65217391304348,55.599999999999994,8,12.575000000000001,38.0,0.25,20.460655737704908,14.545901639344265,27,13,638.0999999999999,54.459016393442624,117.10000000000002,14.231147540983606,9999.0,9999.0,0,0,0.0,0.0,0,0,365.0,10.066666666666666,60,18,1
devoto,Córdoba,CENTRO NORTE,2025-2026,-31.4015972,-62.3060014,583.767471519647,-0.14,2,0,-2.2,12.068478260869563,7.595652173913044,23,4,0,238.0,-3.9000000000000004,71.8913043478261,246.5,17,11.992391304347828,40.4,0.391304347826087,18.475409836065573,12.52295081967213,15,7,519.6,60.114754098360656,137.70000000000002,14.178688524590166,0.0,0.0,22,85,365.0,10.066666666666666,1,18,365.0,18.74418604651163,43,9,1
diamante,Entre Ríos,LITORAL,2024-2025,-32.0670391,-60.6426494,733.1438677087897,0.08,4,0,-0.9,12.76086956521739,8.828260869565216,35,10,4,323.0,-2.5,75.08695652173913,78.3,12,11.660869565217391,34.9,0.2608695652173913,19.855737704918035,14.627868852459015,30,8,601.2,62.91803278688525,110.3,13.326229508196722,9999.0,9999.0,0,0,0.0,0.0,0,0,835.0,26.686274509803923,51,30,1
diamante,Entre Ríos,LITORAL,2025-2026,-32.0670391,-60.6426494,733.1438677087897,-0.14,2,0,-2.1,11.908695652173913,7.9728260869565215,23,4,0,228.3,-2.6,78.08695652173913,265.8,16,11.81195652173913,42.3,0.3804347826086957,17.695081967213113,12.813114754098361,17,4,472.00000000000006,70.09836065573771,172.1,13.4,0.0,0.0,39,87,835.0,26.686274509803923,1,30,56.0,4.88,50,15,1
don cristobal,Entre Ríos,LITORAL,2024-2025,-32.1526698,-59.8905685,786.1206744767419,0.08,7,0,-3.3,12.327173913043477,8.007608695652173,33,10,3,308.1,-12.1,75.02173913043478,128.90000000000003,15,12.695652173913041,40.3,0.2391304347826087,18.873770491803274,13.295081967213113,22,6,541.3000000000001,66.36065573770492,96.9,13.859016393442621,9999.0,9999.0,0,0,0.0,0.0,0,0,196.0,13.274725274725276,91,41,1
don cristobal,Entre Ríos,LITORAL,2025-2026,-32.1526698,-59.8905685,786.1206744767419,-0.14,3,0,-2.8,11.518478260869562,6.932608695652175,17,3,0,206.29999999999998,-6.199999999999999,76.29347826086956,244.6,15,11.81521739130435,35.1,0.31521739130434784,17.813114754098358,11.89344262295082,14,5,481.5,63.721311475409834,145.00000000000003,13.922950819672133,0.0,0.0,16,77,196.0,13.274725274725276,1,41,77.0,4.885416666666667,96,50,1
don cristóbal,Entre Ríos,LITORAL,2024-2025,-32.1526698,-59.8905685,786.1206744767419,0.08,7,0,-3.3,12.327173913043477,8.007608695652173,33,10,3,308.1,-12.1,75.02173913043478,128.90000000000003,15,12.695652173913041,40.3,0.2391304347826087,18.873770491803274,13.295081967213113,22,6,541.3000000000001,66.36065573770492,96.9,13.859016393442621,9999.0,9999.0,0,0,0.0,0.0,0,0,3.0,0.24,25,4,0
don luciano,Chaco,NEA,2024-2025,-26.9262074,-60.0484514,511.168986659997,0.08,0,0,1.2,17.311956521739127,12.866304347826087,58,40,19,685.9000000000001,0.0,68.67391304347827,135.1,11,11.839130434782607,36.6,0.22826086956521738,22.94262295081967,17.524590163934427,41,26,789.4999999999999,66.27868852459017,178.50000000000003,12.71967213114754,9999.0,9999.0,0,0,0.0,0.0,0,0,43.0,4.951219512195122,41,21,1
don luciano,Chaco,NEA,2025-2026,-26.9262074,-60.0484514,511.168986659997,-0.14,0,0,1.0,15.551086956521738,10.763043478260867,53,16,5,528.0,0.0,74.67391304347827,174.0,15,10.393478260869566,31.7,0.13043478260869565,20.58852459016393,15.577049180327867,33,18,645.8999999999999,70.72131147540983,304.0,11.89672131147541,0.0,17.62993732556544,8,27,43.0,4.951219512195122,1,21,,,0,0,0
durazno,,URUGUAY,2024-2025,-33.0833329,-56.0833331,1121.5315677123795,0.08,6,0,-2.8,11.693478260869565,7.931521739130434,32,10,3,271.7,-4.9,81.27173913043478,213.9,18,14.452173913043477,38.8,0.2391304347826087,16.64098360655738,11.873770491803278,12,3,405.29999999999995,78.8688524590164,183.5,14.773770491803278,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0
durazno,,URUGUAY,2025-2026,-33.0833329,-56.0833331,1121.5315677123795,-0.14,3,0,-2.2,10.122826086956522,6.261956521739131,14,1,0,122.0,-3.8000000000000003,82.75,172.9,19,13.071739130434784,42.2,0.2391304347826087,15.631147540983605,10.588524590163933,10,0,352.5999999999999,75.68852459016394,164.6,14.621311475409836,180.0283535300108,215.19513642738866,0,2,0.0,0.0,0,0,1.0,0.25,4,1,0
durazno,Uruguay,URUGUAY,2024-2025,-33.0833329,-56.0833331,1121.5315677123795,0.08,6,0,-2.8,11.693478260869565,7.931521739130434,32,10,3,271.7,-4.9,81.27173913043478,213.9,18,14.452173913043477,38.8,0.2391304347826087,16.64098360655738,11.873770491803278,12,3,405.29999999999995,78.8688524590164,183.5,14.773770491803278,9999.0,9999.0,0,0,0.0,0.0,0,0,0.0,0.0,25,0,0
durazno,Uruguay,URUGUAY,2025-2026,-33.0833329,-56.0833331,1121.5315677123795,-0.14,3,0,-2.2,10.122826086956522,6.261956521739131,14,1,0,122.0,-3.8000000000000003,82.75,172.9,19,13.071739130434784,42.2,0.2391304347826087,15.631147540983605,10.588524590163933,10,0,352.5999999999999,75.68852459016394,164.6,14.621311475409836,180.0283535300108,215.19513642738866,0,2,0.0,0.0,0,0,58.0,9.916666666666666,12,6,1
el abra,Catamarca,NOA,2024-2025,-28.0819035,-65.4294044,144.32757327005547,0.08,3,0,-2.0,12.628260869565217,7.328260869565218,21,0,0,286.6,-3.4,65.8586956521739,17.000000000000004,6,5.423913043478261,19.8,0.07608695652173914,21.126229508196726,14.934426229508194,32,13,678.6999999999999,56.885245901639344,233.39999999999998,6.767213114754099,9999.0,9999.0,0,0,0.0,0.0,0,0,271.0,56.15,60,45,1
el abra,Catamarca,NOA,2025-2026,-28.0819035,-65.4294044,144.32757327005547,-0.14,0,0,0.7,12.705434782608696,7.821739130434783,20,1,0,277.3,0.0,67.77173913043478,31.7,7,4.738043478260869,27.3,0.16304347826086957,19.927868852459017,13.703278688524588,23,9,605.6,54.47540983606557,54.4,6.38688524590164,0.0,0.0,14,40,271.0,56.15,1,45,675.0,122.27659574468083,47,36,1
